PRODUCT_ID,PRODUCT_NAME,PRODUCT_NUMBER,CATEGORY_ID,SUPPLIER_ID,DESCRIPTION,COLOR,SIZE,WEIGHT,UNIT_PRICE,COST,LIST_PRICE,DISCONTINUED,REORDER_LEVEL,UNITS_IN_STOCK,UNITS_ON_ORDER,PRODUCT_LINE,CLASS,STYLE
123,Organized heuristic migration,P000123,2,104,"President spring individual us some. Program decision leave reflect already.
Themselves challenge your call reveal executive four floor. Responsibility itself but popular wall.",Gold,One Size,27.68,915.92,328.6,1285.8,True,5,719,21,Standard,B,Sport
124,Versatile non-volatile standardization,P000124,2,136,"Than clearly economy. Main write challenge this.
Page whatever trade result individual side place. Song health able lot station may.",Red,L,10.65,647.46,324.23,965.32,False,41,486,34,Standard,A,Vintage
125,Balanced logistical success,P000125,6,5,Face you lead expect adult operation whole. Listen there upon trial. Occur type strong development enter through system stage. Effect enter most American weight last however involve.,Black,M,37.64,1055.74,450.16,1175.21,False,30,951,9,Economy,A,Modern
126,Reactive executive time-frame,P000126,9,85,"Understand home rise concern prevent. Rate bag positive.
Between use room. Price public indeed town. Role guess share eye young.",Gold,M,39.55,792.05,285.51,1085.75,False,10,512,95,Economy,A,Classic
127,Configurable heuristic toolset,P000127,10,153,"Computer southern nation economy adult trial. Yeah class garden miss.
Long under place ahead table. Billion mention speech defense couple point. Security at year dinner prevent tree manager side.",Gold,XXL,1.58,610.51,221.36,754.74,False,33,502,29,Economy,C,Sport
128,Proactive neutral neural-net,P000128,2,198,Person allow structure first. Mr international although blood voice. Receive staff yourself exactly.,White,L,35.68,551.18,218.76,751.96,True,14,389,91,Premium,C,Sport
129,Reduced attitude-oriented emulation,P000129,5,114,"Find set senior tree bag.
That national trade price beyond idea us. Try information price especially appear. Behind war about through.
Special image blood city vote time easy.",Silver,XL,5.2,268.49,161.76,295.9,True,32,459,71,Professional,A,Classic
130,Proactive neutral encoding,P000130,6,99,"Decision project court month general identify. In official especially pattern threat religious effort painting.
If course education campaign.",Red,XL,20.75,115.07,49.36,154.05,False,40,926,31,Premium,C,Sport
131,Expanded transitional budgetary management,P000131,3,17,"Blood deal certain right size than.
Her million every production tax certainly. Good thank teach production majority we. Any able less article threat arrive.",Green,One Size,13.87,169.21,88.9,204.3,False,9,369,32,Premium,C,Sport
132,Networked directional neural-net,P000132,5,2,Body return miss ready. Television might financial identify as. Drop executive special serious.,Gold,XXL,42.1,536.08,298.93,612.63,False,26,450,42,Professional,C,Modern
133,Multi-channeled bandwidth-monitored implementation,P000133,8,81,Cultural each animal from likely drop four dinner. Administration baby north case improve analysis level. You authority race wish kid career scene.,Green,One Size,48.44,369.67,153.72,509.45,False,49,648,62,Premium,B,Sport
134,User-friendly responsive task-force,P000134,10,52,"Live everyone cold. Unit majority yeah.
Beyond mean director offer a recent. Send news clearly school wonder occur. Court state doctor and conference.",,M,34.12,385.08,143.75,479.81,False,34,965,90,Premium,B,Vintage
135,Virtual exuding software,P000135,7,173,Reach street city her. Hear mouth range throw. Be church available indeed.,Brown,M,31.7,667.92,416.48,961.21,False,47,157,91,Professional,B,Classic
136,Extended upward-trending website,P000136,9,130,"Image heart movement until themselves.
Too discover record wear. Nice house power Republican.
Military much discussion. Drive anything teach myself.",Gold,XS,39.56,544.79,227.29,726.15,False,39,608,81,Standard,A,Modern
137,Sharable background model,P000137,1,145,"Kind instead plant bag set leave race yeah. Air she sister simple real television.
Follow serious space one.
Lose south keep thus positive. Skin security painting rest.",Gold,XXL,48.29,671.77,330.51,912.8,False,5,100,33,Premium,C,Modern
138,Profit-focused regional toolset,P000138,10,177,"Here American itself ago out able.
Help PM become rich every. If none dog chance.
Direction focus product hand start size heart. Need always like.",,M,17.31,470.89,225.66,663.45,True,11,302,53,Standard,A,Modern
139,Decentralized next generation moderator,P000139,9,124,"Personal else tax concern way.
Middle her shake month ask. Drug pull center hundred question. Miss population project film.
Again these series candidate. Issue bit whether edge left American hope.",Silver,,4.97,357.43,177.42,505.3,False,33,326,8,Economy,A,Classic
140,Ameliorated zero administration definition,P000140,3,190,"Drop recently million store every rise. Letter story article read.
Rather arm table draw trouble.
Create moment onto third business rock. South bed represent lawyer.",Black,M,27.64,32.6,16.18,37.29,False,32,981,59,Premium,B,Modern
141,Virtual fresh-thinking info-mediaries,P000141,12,158,"Whether teach single result modern across treatment. Star young ahead blood single.
Campaign others under each help line reflect. Role statement other whether traditional.",Black,,29.65,241.78,97.26,304.22,False,50,219,26,Economy,C,Classic
142,Progressive scalable throughput,P000142,6,84,"Board factor discuss morning gas. Only series imagine. Spring citizen democratic own.
Drive every front baby. Value receive tax family mind.",Black,,5.79,784.92,290.79,1031.98,False,36,540,81,Economy,C,Sport
143,Balanced content-based approach,P000143,8,159,Guess huge parent stand several. Child lay fly seat beyond compare. Effect future appear involve nearly.,Green,XL,45.94,732.24,307.6,907.37,False,48,137,40,Standard,A,Vintage
144,Open-source 6thgeneration data-warehouse,P000144,7,108,"Pass buy bill have reality adult. Medical year oil.
Experience consider administration yet yeah. Southern idea our of wall inside person space.",Green,One Size,21.21,129.55,62.89,149.83,False,39,710,82,Premium,C,Modern
145,Customer-focused explicit adapter,P000145,8,159,"Notice society task well three. Continue sister standard family. Simply involve nor whether.
Performance age newspaper choice policy lead. Win air kind see finally wall.",Red,XXL,47.6,423.11,247.37,518.66,False,17,834,49,Professional,B,Sport
146,Decentralized client-server solution,P000146,2,145,"Its air source six image several name chair. Behavior nearly of general piece. Address loss international public rate.
Southern finish front under build. Since human chance onto significant.",Red,L,14.68,581.61,210.74,753.46,False,39,295,21,Professional,C,Sport
147,Synchronized content-based pricing structure,P000147,9,94,"Answer at month. Possible bag picture available scene approach imagine concern. Miss the we politics phone anyone happy point.
Time key out. Class research last cause idea television.",,XS,38.02,462.72,277.11,530.13,False,18,435,13,Premium,B,Classic
148,Cloned zero administration time-frame,P000148,8,31,"However model move. Wife cup law become.
Group us dark trouble husband level. Less daughter you traditional.
Owner a both seek. Stay woman fish life national.",Black,L,40.55,460.44,227.62,656.91,False,27,881,90,Professional,A,Modern
149,Cross-platform intermediate focus group,P000149,10,90,"Door daughter economic. Huge move until toward.
Color cost add claim begin man star. Still bill cover mind wind commercial national. Six rather just serious term discuss state.",,XL,29.88,1070.44,393.5,1522.35,False,50,299,37,Economy,C,Classic
150,User-centric 3rdgeneration methodology,P000150,1,71,Rest investment race yes law record I. Door if sister chair society half able. Century probably color difference glass purpose beat. Quickly process address friend writer view.,Green,M,12.56,189.33,72.12,239.43,False,20,779,86,Professional,B,Modern
151,Balanced next generation parallelism,P000151,8,20,"Dog perhaps my situation test. Camera truth surface sometimes. Reality discover success item rest respond economy why.
Think front save mention picture. Exist later nation leader.",Blue,One Size,25.83,553.47,290.83,700.52,False,28,465,62,Economy,C,Classic
152,Quality-focused zero administration protocol,P000152,8,163,"Value later herself. White as physical wind.
Mother his change perhaps trip media responsibility child. Floor officer management seek. Five modern human control personal down appear.",Silver,S,39.8,1205.58,435.11,1371.05,False,32,844,27,Professional,B,Vintage
153,Grass-roots needs-based conglomeration,P000153,10,125,Environmental consumer model leave hour cell. Family point plant card mouth office especially hot. Term create whether type various.,Silver,XS,2.39,832.81,415.03,1108.61,False,34,16,15,Premium,B,Sport
154,Profit-focused bi-directional open architecture,P000154,12,34,"Hand weight majority enjoy hit sure. Administration fly maintain quite station difference. Fill perhaps there throw station.
Trial out close current. Old especially also stuff decision film.",White,M,43.73,15.65,5.33,18.48,False,10,670,46,Economy,A,Vintage
155,Stand-alone bi-directional forecast,P000155,11,79,"Simply concern him. Way business option list art run capital.
Even candidate suddenly. Newspaper short I three very newspaper tree. Indicate western tell on indeed senior.",Black,One Size,32.81,825.93,333.93,925.63,False,5,218,61,Standard,A,Modern
156,Decentralized attitude-oriented workforce,P000156,6,31,Agent usually according always choose fill. Only there authority door poor. Son than attorney accept.,Gold,M,23.94,568.17,262.12,626.82,False,10,748,13,Standard,B,Vintage
157,Open-source coherent synergy,P000157,3,165,"Hand middle school cold.
Decide when moment south common. Space black card student call paper these. Phone perhaps arrive.
Mind indeed majority daughter.",Green,S,26.57,752.36,441.09,1060.36,True,46,168,56,Economy,C,Modern
158,Digitized regional array,P000158,11,114,"Him price drop bill apply than responsibility. Population compare lead Democrat. Skin rock understand pretty whom what.
Consider choice western travel degree in.",Black,S,44.84,545.58,315.9,689.99,False,12,603,93,Professional,B,Sport
159,Total dynamic utilization,P000159,2,64,Data new final individual major popular say. Despite space face walk number end effect. Particularly rise Congress land station team keep.,,XL,38.97,274.72,160.68,332.63,False,47,896,38,Premium,C,Modern
160,Programmable dynamic capacity,P000160,4,127,"Speech sell better. However so television nature community third.
Major specific rather letter me tell just. Really reveal these project group.",Gold,S,12.13,729.09,375.18,817.91,False,9,540,1,Economy,B,Modern
161,Re-engineered fresh-thinking budgetary management,P000161,9,175,"Get the west the. Together test age chance officer single role. See professional begin current everyone test memory arm.
Office yeah bar. Matter participant boy huge plan rule break church.",Green,,47.73,541.98,196.48,687.42,False,6,601,8,Standard,B,Modern
162,Secured value-added superstructure,P000162,9,74,"Family court herself. Movie produce lay theory specific.
Change size computer bed. Smile raise personal. Two teacher office force.
Others heart admit statement. Red happen whose return style.",,One Size,21.24,39.31,24.71,55.65,False,45,549,68,Premium,B,Classic
163,Ergonomic interactive help-desk,P000163,3,138,"Much hold several candidate suffer else. Thousand sing agent wrong. Institution gun class.
Manager art out article responsibility who issue. Against direction call example practice too garden end.",Silver,One Size,29.36,359.09,158.4,424.19,False,46,697,82,Standard,B,Sport
